"event","gender","age","industry","profession","greywage","way"
0,"f",25,"manufacture","HR","white","bus"
1,"m",39,"Banks","Finanñe","white","bus"
1,"f",29,"Retail","Sales","white","car"
1,"f",24,"Consult","HR","white","bus"
1,"f",24,"Consult","HR","white","bus"
1,"f",33,"manufacture","HR","white","car"
1,"f",27,"Retail","Sales","white","bus"
1,"f",29,"Consult","HR","white","foot"
0,"f",29,"manufacture","HR","white","bus"
1,"m",19,"manufacture","HR","white","car"
1,"m",29,"Consult","HR","white","bus"
0,"f",27,"manufacture","HR","white","car"
0,"f",29,"manufacture","HR","white","bus"
0,"m",33,"PowerGeneration","etc","white","car"
1,"f",30,"RealEstate","HR","grey","bus"
0,"f",31,"etc","HR","white","bus"
0,"m",33,"Telecom","IT","white","car"
0,"m",34,"manufacture","HR","white","bus"
1,"f",34,"Mining","manage","white","bus"
1,"m",29,"PowerGeneration","HR","white","bus"
1,"f",31,"Building","Marketing","white","car"
1,"m",42,"Consult","Consult","white","bus"
1,"f",34,"Mining","HR","white","car"
1,"f",39,"Retail","HR","white","car"
1,"f",38,"Mining","Finanñe","white","bus"
0,"f",42,"Banks","HR","white","bus"
1,"f",33,"manufacture","HR","grey","car"
1,"f",44,"transport","HR","white","car"
1,"m",28,"transport","Commercial","white","bus"
0,"f",30.40033257,"Retail","HR","grey","bus"
1,"f",24,"etc","HR","white","bus"
1,"f",29,"manufacture","HR","white","car"
0,"m",27,"etc","Sales","grey","bus"
1,"m",30,"Retail","Sales","white","car"
1,"f",39,"HoReCa","HR","white","foot"
1,"f",26,"Telecom","IT","grey","bus"
0,"m",40,"State","Consult","grey","foot"
0,"f",28,"Building","HR","white","bus"
0,"f",39,"transport","HR","white","bus"
0,"f",39,"transport","HR","white","bus"
0,"f",24,"Retail","HR","white","bus"
0,"f",24,"Retail","HR","white","bus"
0,"f",34,"etc","etc","white","car"
0,"f",23,"transport","HR","white","bus"
0,"m",28,"IT","HR","white","bus"
0,"f",30,"transport","HR","white","bus"
1,"f",34,"State","Teaching","white","bus"
1,"f",32,"transport","HR","white","bus"
0,"f",20,"Telecom","HR","white","foot"
0,"f",25,"Consult","HR","white","bus"
1,"f",23,"etc","HR","white","bus"
1,"f",25,"State","Consult","white","bus"
1,"f",25,"Retail","IT","grey","bus"
0,"f",37,"IT","HR","white","bus"
0,"m",36,"transport","etc","grey","bus"
0,"f",23,"PowerGeneration","HR","white","bus"
0,"f",26,"State","HR","white","bus"
1,"f",32,"Consult","HR","white","car"
0,"f",23,"Retail","HR","white","car"
0,"f",45,"transport","HR","white","car"
1,"f",25,"Consult","HR","grey","bus"
0,"f",38,"Retail","HR","white","bus"
0,"f",20,"Telecom","HR","white","bus"
1,"f",34,"Retail","HR","white","car"
0,"f",24,"IT","HR","white","bus"
0,"f",38,"Retail","BusinessDevelopment","white","car"
0,"f",33,"Pharma","HR","white","bus"
1,"m",25,"Retail","IT","white","car"
0,"f",32,"manufacture","HR","white","car"
1,"f",36,"manufacture","Sales","grey","car"
1,"f",32,"etc","HR","white","bus"
1,"f",25,"Consult","HR","white","bus"
0,"m",37,"manufacture","etc","white","bus"
1,"f",26,"Consult","BusinessDevelopment","white","bus"
0,"m",32,"Retail","HR","white","bus"
0,"f",25,"etc","HR","white","foot"
1,"f",37,"IT","HR","white","bus"
1,"f",25,"transport","HR","white","car"
0,"f",25,"Pharma","HR","white","bus"
0,"f",56,"Retail","HR","white","bus"
1,"m",24,"State","Teaching","white","bus"
0,"f",32,"IT","HR","white","bus"
0,"f",24,"Retail","HR","white","bus"
0,"f",24,"Pharma","HR","white","bus"
0,"f",24,"manufacture","HR","white","bus"
0,"m",31,"Banks","HR","white","car"
0,"f",27,"Building","HR","white","bus"
0,"f",37,"manufacture","HR","white","foot"
1,"f",38,"Retail","HR","white","car"
0,"f",35,"Consult","HR","white","foot"
0,"f",35,"Consult","HR","white","foot"
0,"m",29,"PowerGeneration","HR","white","bus"
0,"m",25,"Retail","Marketing","white","car"
1,"f",26,"Consult","HR","white","bus"
0,"f",27,"manufacture","HR","white","car"
1,"f",34,"Retail","HR","white","bus"
1,"f",34,"Retail","HR","white","bus"
1,"f",34,"Retail","HR","white","bus"
1,"f",34,"Retail","HR","white","bus"
0,"f",35,"HoReCa","HR","white","bus"
1,"f",36,"PowerGeneration","Accounting","white","bus"
0,"f",46,"etc","Marketing","white","bus"
1,"f",32,"Building","HR","white","car"
0,"f",38,"Retail","HR","white","foot"
0,"f",38,"Retail","HR","white","foot"
0,"f",38,"Retail","HR","white","foot"
0,"f",38,"Retail","HR","white","foot"
0,"f",25,"etc","HR","white","bus"
1,"f",23,"Retail","HR","white","bus"
0,"f",31,"Retail","HR","white","bus"
0,"f",31,"Retail","HR","white","bus"
0,"f",40,"etc","HR","white","foot"
0,"f",40,"etc","HR","white","foot"
0,"m",40,"IT","Sales","white","car"
0,"m",26,"Building","HR","white","car"
0,"m",23,"Retail","HR","white","car"
0,"m",23,"Retail","HR","white","car"
1,"m",37,"IT","IT","white","bus"
0,"f",34,"Banks","HR","white","bus"
1,"f",29,"Banks","HR","white","bus"
1,"f",27,"Retail","HR","white","car"
0,"f",31,"Consult","Marketing","white","foot"
1,"m",18,"Retail","Sales","white","bus"
0,"f",31,"HoReCa","HR","white","car"
0,"f",27,"Retail","HR","white","bus"
0,"f",35,"etc","HR","white","bus"
0,"f",39,"manufacture","HR","white","bus"
0,"f",39,"manufacture","HR","white","bus"
0,"f",27,"PowerGeneration","HR","white","bus"
0,"f",27,"PowerGeneration","HR","white","bus"
1,"f",37,"Retail","HR","white","car"
1,"f",37,"Retail","HR","white","car"
1,"f",37,"Retail","HR","white","car"
1,"f",37,"Retail","HR","white","car"
0,"f",36,"IT","HR","white","bus"
0,"f",31,"IT","HR","white","bus"
0,"f",23,"Retail","HR","white","bus"
0,"f",31,"manufacture","HR","white","bus"
0,"m",22,"etc","HR","white","bus"
1,"m",30,"Retail","Finanñe","white","bus"
0,"f",45,"Retail","HR","white","foot"
0,"f",33,"PowerGeneration","HR","white","car"
0,"f",33,"PowerGeneration","HR","white","car"
1,"f",33,"Banks","HR","white","bus"
1,"f",18,"Banks","HR","white","bus"
1,"f",36,"PowerGeneration","HR","white","bus"
0,"f",41,"Retail","HR","grey","bus"
1,"f",29,"Banks","HR","white","bus"
0,"f",50,"Pharma","BusinessDevelopment","grey","car"
0,"f",34,"HoReCa","HR","white","car"
1,"m",38,"Retail","Commercial","white","car"
0,"f",25,"IT","HR","white","bus"
1,"f",30.40033257,"State","Finanñe","grey","bus"
1,"m",27,"Retail","Sales","white","car"
1,"f",38,"Retail","Commercial","white","car"
0,"f",29,"Retail","HR","white","car"
0,"f",26,"Telecom","IT","white","car"
0,"f",27,"manufacture","HR","white","bus"
0,"m",43,"Consult","IT","white","foot"
1,"m",34,"Retail","Commercial","white","car"
0,"f",31,"etc","HR","grey","bus"
0,"f",27,"manufacture","HR","white","bus"
0,"f",28,"manufacture","HR","white","car"
0,"f",21,"Consult","HR","grey","bus"
1,"f",39,"State","HR","white","car"
1,"f",39,"State","HR","white","car"
1,"f",39,"State","Teaching","grey","bus"
1,"f",27,"Retail","Sales","white","bus"
1,"m",29,"Retail","IT","white","car"
0,"f",49,"Telecom","HR","white","car"
0,"m",27,"Retail","BusinessDevelopment","white","car"
1,"f",28,"Banks","HR","white","foot"
1,"f",27,"Consult","Sales","grey","bus"
0,"m",23,"Consult","HR","white","bus"
0,"m",41,"IT","IT","white","car"
0,"m",49,"PowerGeneration","IT","grey","car"
0,"m",30,"IT","IT","white","bus"
0,"f",21,"Banks","HR","grey","bus"
1,"f",24,"manufacture","HR","white","bus"
1,"f",34,"Retail","HR","white","car"
1,"m",38,"Retail","HR","white","bus"
0,"f",32,"etc","Sales","white","bus"
1,"f",58,"Retail","Accounting","white","bus"
0,"m",29,"PowerGeneration","HR","white","bus"
0,"m",23,"IT","IT","white","car"
0,"f",36,"IT","HR","white","bus"
0,"f",45,"State","HR","grey","bus"
0,"f",45,"State","HR","grey","bus"
1,"f",28,"Consult","HR","white","bus"
1,"f",37,"Mining","HR","white","bus"
0,"f",32,"Building","HR","white","bus"
0,"m",37,"IT","IT","white","bus"
0,"m",29,"IT","IT","white","bus"
0,"f",25,"Retail","HR","white","car"
0,"m",27,"Retail","IT","white","bus"
0,"f",42,"IT","IT","white","foot"
1,"m",32,"IT","IT","white","car"
0,"m",28,"Banks","IT","white","bus"
0,"m",40,"State","Finanñe","white","car"
1,"m",22,"Building","Consult","white","bus"
1,"m",34,"IT","IT","white","car"
0,"m",40,"IT","IT","white","car"
0,"m",24,"IT","IT","white","bus"
0,"m",34,"IT","IT","white","foot"
0,"m",29,"IT","IT","white","bus"
0,"m",40,"Consult","IT","white","foot"
0,"f",23,"IT","HR","white","bus"
1,"f",36,"PowerGeneration","HR","white","bus"
1,"m",35,"IT","IT","white","car"
0,"m",24,"IT","IT","white","car"
0,"f",34,"Retail","Accounting","white","car"
1,"m",44,"IT","Engineer","white","bus"
0,"f",29,"Banks","HR","white","bus"
0,"m",34,"manufacture","HR","white","bus"
0,"m",28,"IT","IT","white","bus"
0,"f",23,"Retail","HR","white","bus"
0,"f",37,"transport","HR","white","bus"
0,"m",29,"Mining","HR","white","foot"
0,"m",29,"Mining","HR","white","foot"
0,"m",23,"Retail","Sales","white","bus"
0,"f",32,"Retail","HR","white","bus"
0,"f",29,"Retail","Commercial","white","foot"
1,"m",36,"IT","IT","white","foot"
0,"f",32,"manufacture","HR","grey","car"
1,"f",26,"Consult","HR","grey","bus"
0,"f",30,"Retail","HR","white","car"
0,"f",30,"Retail","HR","white","car"
0,"f",30,"RealEstate","Sales","white","foot"
0,"f",24,"Mining","HR","white","bus"
0,"m",28,"IT","IT","white","bus"
0,"f",26,"Consult","HR","white","bus"
0,"f",41,"manufacture","HR","white","bus"
1,"f",38,"manufacture","HR","white","car"
1,"f",24,"Consult","HR","white","bus"
0,"f",37,"Telecom","HR","white","foot"
0,"f",47,"manufacture","HR","white","car"
0,"f",26,"Retail","HR","white","car"
0,"f",46,"manufacture","HR","white","bus"
0,"f",30,"IT","HR","white","bus"
1,"f",37,"Retail","HR","white","car"
0,"f",30,"IT","HR","white","bus"
0,"f",30,"IT","HR","white","bus"
0,"f",34,"IT","HR","white","bus"
0,"f",23,"Retail","HR","white","bus"
1,"f",35,"manufacture","HR","white","car"
1,"f",42,"manufacture","HR","white","bus"
0,"f",41,"manufacture","HR","white","bus"
0,"f",41,"Agriculture","HR","white","car"
0,"f",42,"IT","HR","white","bus"
0,"f",42,"IT","HR","white","bus"
0,"f",42,"IT","HR","white","bus"
1,"f",37,"Retail","HR","white","car"
1,"f",37,"Retail","HR","white","car"
0,"f",33,"Retail","HR","white","car"
1,"f",48,"PowerGeneration","HR","white","bus"
0,"f",34,"Retail","Accounting","white","car"
0,"f",23,"Consult","etc","white","foot"
1,"f",21,"PowerGeneration","HR","grey","bus"
0,"m",24,"IT","IT","white","bus"
0,"f",21,"IT","HR","white","bus"
0,"f",38,"Consult","HR","white","bus"
0,"f",34,"Telecom","HR","white","bus"
0,"f",27,"Pharma","HR","white","bus"
0,"f",32,"Retail","Sales","white","car"
1,"f",27,"etc","HR","white","bus"
1,"f",31,"IT","IT","white","bus"
1,"f",26,"Retail","Sales","grey","bus"
0,"m",28,"IT","IT","white","foot"
1,"f",24,"Retail","HR","white","bus"
0,"m",34,"manufacture","HR","white","car"
0,"m",34,"manufacture","HR","white","car"
0,"f",22,"Retail","Commercial","white","bus"
0,"f",30,"transport","HR","white","bus"
0,"f",27,"Consult","Consult","white","bus"
0,"f",30,"State","HR","white","bus"
1,"f",42,"transport","HR","white","bus"
0,"f",24,"Mining","HR","white","bus"
0,"m",36,"PowerGeneration","HR","white","bus"
0,"f",30,"IT","HR","white","car"
0,"f",24,"Retail","HR","white","bus"
1,"f",39,"Banks","HR","white","car"
0,"m",35,"State","HR","white","bus"
0,"m",39,"Retail","IT","white","car"
0,"m",27,"Consult","HR","white","bus"
0,"f",27,"Mining","HR","white","bus"
0,"f",24,"Retail","HR","white","bus"
0,"f",24,"Retail","HR","white","bus"
1,"m",41,"IT","Consult","white","bus"
0,"f",28,"IT","HR","white","car"
1,"m",32,"Retail","Commercial","grey","car"
0,"f",31,"manufacture","HR","white","bus"
1,"f",41,"Retail","HR","white","bus"
1,"f",41,"Retail","HR","white","bus"
1,"f",41,"Retail","HR","white","bus"
0,"f",43,"manufacture","HR","white","car"
1,"f",32,"transport","PR","white","car"
0,"m",45,"manufacture","HR","white","car"
0,"m",45,"manufacture","HR","white","car"
0,"f",43,"IT","HR","white","bus"
0,"f",38,"Retail","HR","grey","car"
0,"f",38,"Retail","HR","grey","car"
0,"f",38,"Retail","HR","grey","car"
0,"f",46,"etc","HR","white","bus"
0,"f",35,"etc","HR","white","car"
0,"m",38,"manufacture","HR","white","foot"
0,"m",38,"manufacture","HR","white","foot"
1,"f",26,"manufacture","HR","white","car"
1,"f",26,"manufacture","HR","white","car"
0,"f",27,"Telecom","HR","white","bus"
0,"f",27,"Telecom","HR","white","bus"
0,"f",43,"Building","HR","white","bus"
0,"m",26,"Telecom","HR","white","bus"
0,"f",25,"Banks","HR","white","bus"
0,"f",26,"transport","HR","white","bus"
0,"f",26,"transport","HR","white","bus"
0,"f",33,"PowerGeneration","HR","white","car"
0,"f",33,"PowerGeneration","HR","white","car"
0,"f",38,"manufacture","HR","white","car"
0,"f",32,"IT","HR","white","bus"
0,"f",45,"etc","HR","white","car"
0,"m",32,"Retail","HR","white","bus"
0,"f",35,"RealEstate","HR","white","car"
1,"f",24,"Retail","HR","white","bus"
1,"f",24,"Retail","HR","white","bus"
1,"m",31,"Retail","BusinessDevelopment","white","car"
1,"m",31,"Retail","BusinessDevelopment","white","car"
0,"f",24,"Banks","HR","white","bus"
0,"m",26,"Pharma","HR","white","bus"
0,"f",34,"Retail","HR","white","car"
0,"f",42,"Mining","HR","white","bus"
0,"f",27,"PowerGeneration","Finanñe","white","bus"
0,"f",35,"manufacture","HR","white","car"
0,"f",37,"Consult","HR","white","bus"
0,"f",37,"Consult","HR","white","bus"
0,"f",30,"IT","HR","grey","bus"
1,"f",27,"Retail","HR","white","car"
0,"m",26,"Mining","HR","white","car"
0,"f",27,"IT","HR","white","bus"
1,"f",23,"Building","HR","white","bus"
0,"f",54,"etc","HR","white","car"
0,"f",21,"Retail","HR","white","bus"
0,"f",21,"Retail","HR","white","bus"
0,"f",32,"Telecom","HR","white","car"
0,"f",32,"Telecom","HR","white","car"
0,"f",25,"manufacture","HR","white","foot"
0,"f",25,"manufacture","HR","white","foot"
0,"f",28,"Retail","HR","white","car"
0,"f",33,"Retail","HR","white","bus"
0,"f",23,"Retail","HR","white","bus"
0,"f",31,"Retail","HR","white","bus"
0,"f",31,"Retail","HR","white","bus"
1,"f",23,"Retail","HR","white","car"
0,"f",46,"IT","HR","white","bus"
0,"f",46,"IT","HR","white","bus"
1,"f",34,"Banks","HR","white","bus"
0,"f",26,"Retail","Commercial","white","bus"
0,"f",30,"RealEstate","HR","grey","car"
0,"f",30,"RealEstate","HR","grey","car"
0,"f",29,"Retail","HR","white","bus"
0,"f",32,"IT","HR","white","bus"
0,"m",37,"IT","IT","white","foot"
0,"f",39,"etc","HR","white","bus"
0,"f",50,"Building","HR","white","bus"
0,"f",51,"Consult","HR","white","bus"
0,"f",33,"IT","HR","white","bus"
0,"f",25,"Retail","PR","white","bus"
0,"f",32,"manufacture","HR","white","bus"
0,"f",32,"manufacture","HR","white","bus"
0,"m",23,"manufacture","IT","white","bus"
0,"f",38,"manufacture","HR","white","foot"
0,"f",38,"manufacture","HR","white","foot"
0,"f",38,"manufacture","HR","white","foot"
0,"f",38,"manufacture","HR","white","foot"
0,"f",27,"Retail","HR","grey","bus"
1,"f",39,"Building","HR","grey","bus"
0,"f",29,"etc","HR","white","bus"
0,"f",31,"Consult","HR","grey","car"
0,"f",32,"Banks","HR","grey","bus"
0,"m",24,"Consult","HR","white","bus"
0,"f",24,"PowerGeneration","HR","white","bus"
0,"f",24,"PowerGeneration","HR","white","bus"
0,"m",26,"IT","IT","white","bus"
0,"f",30,"Retail","Sales","white","bus"
1,"f",33,"manufacture","HR","white","car"
1,"f",34,"Retail","HR","white","bus"
1,"f",22,"Building","HR","white","car"
0,"f",28,"manufacture","HR","white","bus"
0,"f",41,"Retail","HR","white","bus"
0,"f",41,"Retail","HR","white","bus"
1,"m",27,"Retail","Sales","white","bus"
0,"f",29,"IT","HR","white","bus"
0,"f",35,"etc","HR","white","car"
1,"f",25,"IT","HR","white","car"
0,"m",33,"Retail","HR","white","bus"
1,"f",22,"IT","HR","white","bus"
1,"m",24,"manufacture","Marketing","white","car"
0,"f",23,"Banks","HR","white","bus"
0,"m",27,"IT","HR","grey","bus"
0,"m",27,"transport","HR","white","bus"
0,"f",30,"manufacture","HR","white","car"
1,"f",26,"HoReCa","HR","white","bus"
1,"m",30,"Banks","Finanñe","white","car"
0,"m",32,"etc","HR","white","bus"
0,"f",38,"Banks","HR","white","car"
0,"f",34,"manufacture","HR","white","bus"
0,"f",26,"Retail","HR","white","car"
1,"f",22,"PowerGeneration","HR","white","bus"
1,"f",21,"manufacture","Finanñe","white","car"
0,"f",28,"IT","HR","white","bus"
0,"m",32,"manufacture","HR","white","bus"
1,"f",24,"Retail","Commercial","white","bus"
0,"m",49,"Retail","Finanñe","white","bus"
1,"f",23,"manufacture","Commercial","white","bus"
1,"f",42,"Retail","HR","grey","bus"
0,"f",45,"Retail","HR","white","foot"
0,"m",23,"Retail","HR","white","car"
0,"f",40,"manufacture","HR","white","bus"
0,"f",25,"Retail","HR","white","bus"
0,"f",29,"Retail","HR","white","bus"
0,"m",42,"manufacture","Engineer","white","car"
0,"m",32,"etc","HR","white","car"
0,"f",37,"Telecom","HR","white","bus"
0,"f",22,"Consult","HR","white","foot"
0,"f",22,"Consult","HR","white","foot"
0,"m",27,"Retail","Sales","white","car"
0,"f",28,"etc","HR","white","bus"
0,"m",31,"Retail","Consult","white","bus"
0,"m",38,"manufacture","HR","white","car"
0,"m",38,"manufacture","HR","white","car"
0,"f",23,"Telecom","HR","white","bus"
0,"f",36,"Retail","HR","white","bus"
0,"f",22,"IT","HR","white","bus"
0,"f",22,"IT","HR","white","bus"
0,"f",40,"State","HR","white","bus"
0,"f",22,"IT","IT","white","foot"
0,"m",37,"Mining","Law","white","car"
1,"f",25,"Mining","HR","white","foot"
0,"m",37,"Retail","Sales","white","bus"
0,"m",30,"Telecom","Sales","grey","car"
0,"f",24,"Banks","HR","white","bus"
1,"f",35,"Consult","Consult","white","bus"
0,"m",30,"Retail","Commercial","grey","car"
0,"m",30,"Retail","Commercial","grey","car"
0,"m",30,"etc","Commercial","grey","car"
0,"m",30,"etc","Commercial","grey","car"
0,"m",36,"Telecom","HR","white","car"
0,"f",30,"Banks","HR","white","car"
0,"f",25,"IT","HR","white","bus"
0,"f",25,"IT","HR","white","bus"
1,"f",25,"IT","HR","white","bus"
1,"f",26,"Agriculture","HR","white","car"
1,"f",21,"Consult","HR","white","bus"
0,"m",22,"Banks","IT","white","bus"
1,"f",25,"Retail","HR","white","car"
0,"f",31,"IT","HR","white","car"
0,"m",33,"Consult","Consult","white","bus"
0,"f",38,"etc","HR","white","bus"
0,"m",24,"State","IT","white","bus"
0,"m",30,"Retail","HR","white","bus"
0,"f",32,"manufacture","HR","white","bus"
0,"f",28,"Mining","HR","white","car"
0,"m",24,"etc","Marketing","white","bus"
0,"m",36,"manufacture","manage","white","car"
0,"f",26,"IT","IT","white","foot"
0,"f",26,"Banks","HR","white","car"
0,"f",26,"Banks","HR","white","car"
1,"f",26,"Retail","HR","white","bus"
0,"m",30,"Banks","Marketing","white","bus"
0,"m",37,"Retail","Sales","white","bus"
1,"f",31,"PowerGeneration","HR","white","bus"
0,"m",26,"transport","etc","white","bus"
1,"m",44,"manufacture","BusinessDevelopment","white","car"
1,"f",23,"Consult","HR","white","bus"
0,"m",33,"PowerGeneration","manage","white","bus"
0,"f",31,"State","etc","white","foot"
0,"m",36,"manufacture","HR","white","bus"
1,"f",39,"manufacture","HR","white","bus"
0,"f",29,"Retail","HR","white","bus"
1,"f",32,"Banks","HR","white","bus"
0,"f",41,"Retail","HR","grey","car"
0,"m",25,"etc","etc","white","car"
1,"m",34,"Banks","BusinessDevelopment","white","bus"
1,"m",34,"Banks","BusinessDevelopment","white","bus"
0,"f",43,"Pharma","HR","white","car"
0,"m",54,"Retail","Sales","white","bus"
0,"m",30,"IT","Sales","white","foot"
0,"f",23,"etc","HR","white","bus"
1,"m",22,"IT","IT","white","bus"
0,"f",35,"etc","HR","white","bus"
0,"f",37,"Building","HR","white","bus"
0,"m",23,"Consult","Marketing","white","foot"
0,"f",26,"IT","HR","grey","bus"
0,"m",47,"IT","Consult","white","bus"
0,"m",47,"IT","Consult","white","bus"
1,"f",27,"Retail","HR","white","car"
0,"f",34,"IT","BusinessDevelopment","white","car"
0,"m",25,"Retail","etc","white","bus"
0,"m",29,"Retail","Finanñe","white","bus"
1,"f",31,"Telecom","HR","white","bus"
1,"f",31,"transport","HR","white","bus"
1,"f",32,"manufacture","HR","white","car"
1,"f",36,"etc","HR","white","bus"
1,"f",36,"etc","HR","white","bus"
0,"f",34,"Retail","HR","grey","car"
0,"f",39,"manufacture","HR","white","bus"
1,"f",38,"Building","HR","grey","bus"
1,"m",29,"Retail","Sales","white","bus"
0,"f",32,"Retail","HR","grey","car"
0,"f",32,"IT","IT","white","car"
0,"f",32,"IT","IT","white","car"
0,"f",23,"etc","etc","white","bus"
1,"f",25,"Retail","manage","white","bus"
1,"m",34,"IT","Sales","white","car"
0,"f",43,"Consult","Consult","white","foot"
0,"m",30,"IT","IT","white","car"
0,"f",31,"manufacture","HR","white","car"
0,"f",25,"Banks","HR","white","car"
0,"f",22,"Consult","manage","white","bus"
0,"m",41,"Agriculture","etc","white","car"
0,"f",32,"manufacture","HR","white","bus"
1,"m",21,"Retail","manage","grey","foot"
0,"f",29,"etc","HR","white","car"
0,"f",29,"etc","HR","white","car"
0,"m",25,"Retail","IT","white","bus"
1,"f",27,"etc","HR","white","bus"
1,"f",32,"Banks","HR","white","bus"
1,"m",39,"Mining","etc","white","foot"
0,"m",28,"manufacture","HR","white","car"
0,"f",28,"Banks","Sales","white","car"
0,"f",32,"Retail","HR","white","bus"
0,"m",32,"IT","IT","white","bus"
1,"f",45,"manufacture","HR","grey","bus"
1,"f",45,"manufacture","HR","grey","bus"
1,"f",45,"manufacture","HR","grey","bus"
0,"f",31,"Consult","HR","white","bus"
1,"m",23,"Banks","HR","white","bus"
1,"f",22,"PowerGeneration","HR","white","bus"
0,"m",32,"IT","IT","white","car"
0,"f",20,"IT","IT","white","bus"
0,"f",34,"Retail","HR","white","car"
1,"f",19,"Agriculture","etc","white","car"
0,"m",38,"Retail","Sales","white","bus"
0,"f",33,"Retail","BusinessDevelopment","white","foot"
1,"f",43,"Retail","HR","white","bus"
0,"f",38,"manufacture","HR","white","bus"
1,"f",27,"Retail","HR","grey","car"
0,"m",34,"HoReCa","IT","white","bus"
1,"m",24,"Mining","Engineer","white","bus"
1,"m",36,"Retail","etc","white","bus"
1,"m",29,"etc","PR","white","bus"
0,"m",43,"IT","Sales","white","car"
0,"f",39,"transport","HR","white","bus"
0,"f",39,"transport","HR","white","bus"
0,"m",31,"IT","IT","white","bus"
0,"m",34,"IT","IT","grey","bus"
0,"f",31,"Retail","HR","white","foot"
0,"f",31,"Retail","HR","white","foot"
0,"f",22,"Retail","HR","white","bus"
1,"m",41,"Consult","HR","white","bus"
0,"m",25,"manufacture","HR","white","bus"
0,"f",19,"IT","HR","white","bus"
0,"m",41,"IT","IT","white","foot"
0,"f",27,"IT","HR","white","bus"
0,"m",48,"manufacture","Marketing","white","bus"
0,"f",27,"Banks","HR","white","bus"
0,"f",41,"Banks","HR","white","bus"
0,"f",41,"Banks","HR","white","bus"
0,"f",34,"Telecom","Accounting","white","bus"
0,"f",51,"Consult","HR","grey","bus"
0,"f",29,"Retail","HR","white","car"
